Code,Name
300377,赢时胜
301080,百普赛斯
300663,科蓝软件
300696,爱乐达
688018,乐鑫科技
300366,创意信息
300131,英唐智控
000901,航天科技
603018,华设集团
300180,华峰超纤
002323,雅博股份
002453,华软科技
002805,丰元股份
002108,沧州明珠
002455,百川股份
600525,长园集团
600995,南网储能
601011,宝泰隆
605507,国邦医药
600075,新疆天业
600307,酒钢宏兴
000534,万泽股份
000736,中交地产
300098,高新兴
300113,顺网科技
300477,合纵科技
688148,芳源股份
002440,闰土股份
300048,合康新能
600868,梅雁吉祥
000552,靖远煤电
002538,司尔特
688158,优刻得
600006,东风汽车
000006,深振业Ａ
600649,城投控股
000501,武商集团
300123,亚光科技
300653,正海生物
000676,智度股份
003012,东鹏控股
000603,盛达资源
002190,成飞集成
600073,上海梅林
000078,海王生物
002785,万里石
300442,润泽科技
300770,新媒股份
600106,重庆路桥
000539,粤电力Ａ
300232,洲明科技
002104,恒宝股份
002545,东方铁塔
601619,嘉泽新能
300639,凯普生物
600643,爱建集团
688686,奥普特
001696,宗申动力
605020,永和股份
600108,亚盛集团
000718,苏宁环球
002045,国光电器
605168,三人行
600211,西藏药业
600729,重庆百货
000976,华铁股份
002197,证通电子
603867,新化股份
300057,万顺新材
688733,壹石通
002840,华统股份
300007,汉威科技
300031,宝通科技
300039,上海凯宝
300320,海达股份
600864,哈投股份
000685,中山公用
600490,鹏欣资源
600789,鲁抗医药
688318,财富趋势
688560,明冠新材
002218,拓日新能
002645,华宏科技
300303,聚飞光电
002759,天际股份
300705,九典制药
002474,榕基软件
300129,泰胜风能
600971,恒源煤电
603609,禾丰股份
603881,数据港
002741,光华科技
002967,广电计量
600094,大名城
600200,江苏吴中
600391,航发科技
688198,佰仁医疗
000016,深康佳Ａ
002635,安洁科技
002777,久远银海
300326,凯利泰
600433,冠豪高新
600984,建设机械
002055,得润电子
002329,皇氏集团
002488,金固股份
002746,仙坛股份
600458,时代新材
000612,焦作万方
300158,振东制药
300806,斯迪克
000498,山东路桥
002274,华昌化工
300102,乾照光电
603871,嘉友国际
688186,广大特材
000028,国药一致
601200,上海环境
600861,北京城乡
688776,国光电气
002135,东南网架
002210,飞马国际
300125,聆达股份
603520,司太立
300287,飞利信
601702,华峰铝业
000731,四川美丰
603738,泰晶科技
000822,山东海化
002449,国星光电
603666,亿嘉和
600152,维科技术
601929,吉视传媒
600255,鑫科材料
300052,中青宝
600017,日照港
603010,万盛股份
605123,派克新材
600230,沧州大化
600284,浦东建设
600480,凌云股份
600818,中路股份
688299,长阳科技
002514,宝馨科技
300712,永福股份
000543,皖能电力
300566,激智科技
002270,华明装备
002570,贝因美
300184,力源信息
603855,华荣股份
300143,盈康生命
300811,铂科新材
300222,科大智能
600657,信达地产
000584,哈工智能
300005,探路者
601388,怡球资源
688377,迪威尔
000592,平潭发展
002579,中京电子
000795,英洛华
300575,中旗股份
002009,天奇股份
601528,瑞丰银行
603033,三维股份
603399,吉翔股份
688027,国盾量子
601963,重庆银行
603383,顶点软件
002088,鲁阳节能
600420,国药现代
603229,奥翔药业
002106,莱宝高科
600664,哈药股份
600169,太原重工
002655,共达电声
300179,四方达
002204,大连重工
000925,众合科技
603169,兰石重装
002646,天佑德酒
688568,中科星图
002263,大东南
002733,雄韬股份
300565,科信技术
603223,恒通股份
002717,岭南股份
002520,日发精机
300900,广联航空
600269,赣粤高速
603859,能科科技
000589,贵州轮胎
600238,海南椰岛
300586,美联新材
688317,之江生物
002293,罗莱生活
002979,雷赛智能
603123,翠微股份
603538,美诺华
300080,易成新能
300130,新国都
300406,九强生物
002226,江南化工
300286,安科瑞
603301,振德医疗
002589,瑞康医药
300820,英杰电气
601609,金田股份
603113,金能科技
300355,蒙草生态
300468,四方精创
300953,震裕科技
600351,亚宝药业
603915,国茂股份
000816,智慧农业
000652,泰达股份
000713,丰乐种业
600775,南京熊猫
000793,华闻集团
002547,春兴精工
600335,国机汽车
600756,浪潮软件
002154,报 喜 鸟
600776,东方通信
603067,振华股份
002097,山河智能
002930,宏川智慧
000036,华联控股
002283,天润工业
600331,宏达股份
688389,普门科技
300331,苏大维格
600508,上海能源
002166,莱茵生物
601015,陕西黑猫
603987,康德莱
600509,天富能源
600531,豫光金铅
605305,中际联合
688586,江航装备
002935,天奥电子
300607,拓斯达
603283,赛腾股份
000680,山推股份
002292,奥飞娱乐
600503,华丽家族
600973,宝胜股份
002560,通达股份
000567,海德股份
600084,中葡股份
300337,银邦股份
603901,永创智能
000989,九 芝 堂
002302,西部建设
600880,博瑞传播
600127,金健米业
600691,阳煤化工
603078,江化微
000812,陕西金叶
002481,双塔食品
002929,润建股份
000088,盐 田 港
002039,黔源电力
600425,青松建化
603989,艾华集团
000557,西部创业
600288,大恒科技
600987,航民股份
000615,奥园美谷
000881,中广核技
300738,奥飞数据
002516,旷达科技
002549,凯美特气
605377,华旺科技
002298,中电兴发
600742,一汽富维
300020,银江技术
000665,湖北广电
000922,佳电股份
002438,江苏神通
600929,雪天盐业
000008,神州高铁
002697,红旗连锁
688022,瀚川智能
000801,四川九洲
000906,浙商中拓
603959,百利科技
688766,普冉股份
300755,华致酒行
300227,光韵达
600835,上海机电
000560,我爱我家
002235,安妮股份
300267,尔康制药
300869,康泰医学
603227,雪峰科技
603466,风语筑
000823,超声电子
002051,中工国际
002256,兆新股份
300085,银之杰
600198,大唐电信
688658,悦康药业
002642,荣联科技
600251,冠农股份
600668,尖峰集团
002034,旺能环境
000928,中钢国际
002987,京北方
300284,苏交科
600609,金杯汽车
300723,一品红
600662,外服控股
603619,中曼石油
002351,漫步者
600058,五矿发展
002307,北新路桥
300397,天和防务
603555,贵人鸟
600523,贵航股份
300278,华昌达
300745,欣锐科技
603108,润达医疗
603118,共进股份
000507,珠海港
600997,开滦股份
000716,黑芝麻
000789,万年青
002530,金财互联
003029,吉大正元
300248,新开普
000070,特发信息
002017,东信和平
603938,三孚股份
000968,蓝焰控股
603990,麦迪科技
688315,诺禾致源
300551,古鳌科技
301078,孩子王
600033,福建高速
300505,川金诺
603138,海量数据
002067,景兴纸业
300569,天能重工
002768,国恩股份
600866,星湖科技
000859,国风新材
300019,硅宝科技
002093,国脉科技
002437,誉衡药业
002519,银河电子
603888,新华网
300266,兴源环境
603387,基蛋生物
688663,新风光
000099,中信海直
300427,红相股份
600217,中再资环
600620,天宸股份
601789,宁波建工
300047,天源迪科
603171,税友股份
300177,中海达
300657,弘信电子
600133,东湖高新
600990,四创电子
601686,友发集团
002425,凯撒文化
002540,亚太科技
000900,现代投资
600103,青山纸业
002035,华帝股份
002194,武汉凡谷
300490,华自科技
300903,科翔股份
600165,新日恒力
603069,海汽集团
000861,海印股份
600308,华泰股份
002277,友阿股份
002489,浙江永强
300378,鼎捷软件
600105,永鼎股份
600512,腾达建设
000720,新能泰山
688578,艾力斯
002588,史丹利
600163,中闽能源
601101,昊华能源
603416,信捷电气
000751,锌业股份
000766,通化金马
600186,莲花健康
600571,信雅达
300510,金冠股份
300619,金银河
000065,北方国际
002111,威海广泰
002184,海得控制
002285,世联行
300032,金龙机电
300149,睿智医药
300735,光弘科技
600343,航天动力
600639,浦东金桥
600846,同济科技
688277,天智航
000561,烽火电子
002667,鞍重股份
600575,淮河能源
603916,苏博特
002215,诺 普 信
300887,谱尼测试
688330,宏力达
688595,芯海科技
002338,奥普光电
002445,中南文化
300145,中金环境
300189,神农科技
300208,青岛中程
300499,高澜股份
600187,国中水务
600326,西藏天路
000631,顺发恒业
000726,鲁  泰Ａ
002090,金智科技
000886,海南高速
000903,云内动力
600810,神马股份
002885,京泉华
300681,英搏尔
002047,宝鹰股份
002573,清新环境
002611,东方精工
300799,左江科技
601606,长城军工
002243,力合科创
002559,亚威股份
000061,农 产 品
002637,赞宇科技
300194,福安药业
600300,维维股份
002912,中新赛克
002452,长高电新
002829,星网宇达
300436,广生堂
000950,重药控股
002284,亚太股份
002526,山东矿机
600071,凤凰光学
000600,建投能源
002580,圣阳股份
600381,青海春天
000597,东北制药
000973,佛塑科技
300081,恒信东方
300091,金通灵
600783,鲁信创投
688068,热景生物
688660,电气风电
688157,松井股份
300702,天宇股份
603358,华达科技
603429,集友股份
002115,三维通信
002491,通鼎互联
600220,江苏阳光
600876,洛阳玻璃
000048,京基智农
000912,泸天化
002510,天汽模
688308,欧科亿
300292,吴通控股
300636,同和药业
000717,中南股份
002170,芭田股份
002362,汉王科技
600367,红星发展
603730,岱美股份
688399,硕世生物
002345,潮宏基
002401,中远海科
002614,奥佳华
002623,亚玛顿
300110,华仁药业
300634,彩讯股份
600007,中国国贸
002046,国机精工
002564,天沃科技
002782,可立克
600780,通宝能源
601515,东风股份
002356,赫美集团
300507,苏奥传感
300513,恒实科技
600130,波导股份
600581,八一钢铁
002314,南山控股
002483,润邦股份
002527,新时达
300585,奥联电子
601827,三峰环境
688305,科德数控
000029,深深房Ａ
002161,远 望 谷
300066,三川智慧
300311,任子行
300790,宇瞳光学
300846,首都在线
002196,方正电机
301236,软通动力
600375,汉马科技
002167,东方锆业
002288,超华科技
300258,精锻科技
300536,农尚环境
688127,蓝特光学
002542,中化岩土
300890,翔丰华
002297,博云新材
300659,中孚信息
603960,克来机电
688233,神工股份
000510,新金路
002367,康力电梯
300579,数字认证
300602,飞荣达
600501,航天晨光
300095,华伍股份
300629,新劲刚
600594,益佰制药
688357,建龙微纳
002398,垒知集团
002669,康达新材
300191,潜能恒信
600550,保变电气
600736,苏州高新
603208,江山欧派
002915,中欣氟材
300161,华中数控
600419,天润乳业
000931,中 关 村
002361,神剑股份
300648,星云股份
600237,铜峰电子
601882,海天精工
688383,新益昌
603355,莱克电气
688089,嘉必优
300205,天喻信息
600694,大商股份
603718,海利生物
002246,北化股份
002884,凌霄泵业
300680,隆盛科技
600227,圣济堂
002891,中宠股份
600495,晋西车轴
600975,新五丰
000882,华联股份
300206,理邦仪器
300183,东软载波
600590,泰豪科技
300132,青松股份
600405,动力源
601700,风范股份
300708,聚灿光电
600461,洪城环境
603920,世运电路
002141,贤丰控股
603297,永新光学
002391,长青股份
301087,可孚医疗
600730,中国高科
002308,威创股份
002662,京威股份
002803,吉宏股份
600855,航天长峰
601886,江河集团
603309,维力医疗
000777,中核科技
300471,厚普股份
600710,苏美达
000926,福星股份
003040,楚天龙
301039,中集车辆
000897,津滨发展
002117,东港股份
002533,金杯电工
002815,崇达技术
300541,先进数通
603686,福龙马
002042,华孚时尚
002441,众业达
601326,秦港股份
603809,豪能股份
002462,嘉事堂
300494,盛天网络
300856,科思股份
600604,市北高新
000700,模塑科技
000737,北方铜业
300345,华民股份
300351,永贵电器
300548,博创科技
002339,积成电子
002565,顺灏股份
300709,精研科技
600757,长江传媒
688100,威胜信息
002315,焦点科技
002522,浙江众成
002606,大连电瓷
300197,节能铁汉
300349,金卡智能
600565,迪马股份
000722,湖南发展
002392,北京利尔
300872,天阳科技
600831,广电网络
603299,苏盐井神
000601,韶能股份
002301,齐心集团
300480,光力科技
000936,华西股份
002305,南国置业
300624,万兴科技
603639,海利尔
688095,福昕软件
688550,瑞联新材
000666,经纬纺机
301069,凯盛新材
688513,苑东生物
000836,富通信息
002296,辉煌科技
002431,棕榈股份
002824,和胜股份
603556,海兴电力
600479,千金药业
002026,山东威达
000949,新乡化纤
002469,三维化学
300134,大富科技
300527,中船应急
600616,金枫酒业
600713,南京医药
000659,珠海中富
002562,兄弟科技
300061,旗天科技
300328,宜安科技
300532,今天国际
600449,宁夏建材
002833,弘亚数控
600731,湖南海利
002959,小熊电器
300196,长海股份
301060,兰卫医学
605369,拱东医疗
002534,西子洁能
600651,飞乐音响
603611,诺力股份
603890,春秋电子
000828,东莞控股
002650,加加食品
300435,中泰股份
300518,盛讯达
600624,复旦复华
688179,阿拉丁
300757,罗博特科
600067,冠城大通
603060,国检集团
002729,好利科技
688526,科前生物
000899,赣能股份
300128,锦富技术
300400,劲拓股份
002303,美盈森
002375,亚厦股份
002379,宏创控股
002630,华西能源
300147,香雪制药
300228,富瑞特装
603701,德宏股份
002605,姚记科技
002941,新疆交建
300620,光库科技
301015,百洋医药
000862,银星能源
002918,蒙娜丽莎
002991,甘源食品
300506,名家汇
603328,依顿电子
300986,志特新材
601019,山东出版
603507,振江股份
603533,掌阅科技
000025,特  力Ａ
000576,甘化科工
000863,三湘印象
002082,万邦德
002267,陕天然气
002376,新北洋
300114,中航电测
300617,安靠智电
600696,岩石股份
603055,台华新材
603703,盛洋科技
300925,法本信息
000159,国际实业
000962,东方钽业
002033,丽江股份
300465,高伟达
300842,帝科股份
301089,拓新药业
600658,电子城
600744,华银电力
603699,纽威股份
000595,宝塔实业
002869,金溢科技
300045,华力创通
688221,前沿生物
000667,美好置业
300239,东宝生物
002119,康强电子
300219,鸿利智汇
600184,光电股份
600979,广安爱众
605337,李子园
002229,鸿博股份
002328,新朋股份
002480,新筑股份
300835,龙磁科技
600400,红豆股份
601588,北辰实业
603567,珍宝岛
688268,华特气体
300420,五洋停车
600748,上实发展
002225,濮耐股份
002251,步 步 高
300437,清水源
300792,壹网壹创
603068,博通集成
603337,杰克股份
002689,远大智能
002908,德生科技
300137,先河环保
603458,勘设股份
000536,华映科技
000838,财信发展
605183,确成股份
002062,宏润建设
002454,松芝股份
300322,硕贝德
300867,圣元环保
600510,黑牡丹
002609,捷顺科技
300793,佳禾智能
000788,北大医药
002137,实益达
002342,巨力索具
002587,奥拓电子
002677,浙江美大
003021,兆威机电
300046,台基股份
300571,平治信息
688368,晶丰明源
000852,石化机械
002160,常铝股份
002524,光正眼科
003032,传智教育
300520,科大国创
600121,郑州煤电
603719,良品铺子
000541,佛山照明
000910,大亚圣象
300082,奥克股份
688300,联瑞新材
000521,长虹美菱
002378,章源钨业
300831,派瑞股份
002515,金字火腿
002584,西陇科学
300582,英飞特
301217,铜冠铜箔
002419,天虹股份
603665,康隆达
000791,甘肃电投
002654,万润科技
003006,百亚股份
601008,连云港
601069,西部黄金
002476,宝莫股份
002819,东方中科
300740,水羊股份
688085,三友医疗
002095,生 意 宝
002685,华东重机
300121,阳谷华泰
600189,泉阳泉
000030,富奥股份
002213,大为股份
603012,创力集团
002947,恒铭达
300783,三只松鼠
600622,光大嘉宝
603136,天目湖
000797,中国武夷
002344,海宁皮城
300299,富春股份
300768,迪普科技
600336,澳柯玛
601218,吉鑫科技
002986,宇新股份
600020,中原高速
600318,新力金融
000965,天保基建
002168,惠程科技
300391,康跃科技
600466,蓝光发展
600636,国新文化
300365,恒华科技
300475,香农芯创
000639,西王食品
002448,中原内配
002688,金河生物
300447,全信股份
603496,恒为科技
002232,启明信息
300213,佳讯飞鸿
300381,溢多利
300656,民德电子
002783,凯龙股份
300231,银信科技
600218,全柴动力
000888,峨眉山Ａ
300460,惠伦晶体
605108,同庆楼
300252,金信诺
600203,福日电子
600805,悦达投资
688003,天准科技
002322,理工能科
603811,诚意药业
000417,合肥百货
002253,川大智胜
002443,金洲管道
002845,同兴达
300099,精准信息
300429,强力新材
301018,申菱环境
601199,江南水务
300853,申昊科技
601226,华电重工
605399,晨光新材
300040,九洲集团
300664,鹏鹞环保
300873,海晨股份
600268,国电南自
002664,信质集团
300249,依米康
300006,莱美药业
300255,常山药业
300455,康拓红外
300479,神思电子
002148,北纬科技
300452,山河药辅
600054,黄山旅游
688636,智明达
000045,深纺织Ａ
600798,宁波海运
601801,皖新传媒
002536,飞龙股份
300193,佳士科技
300647,超频三
603969,银龙股份
601616,广电电气
603011,合锻智能
002083,孚日股份
002365,永安药业
300241,瑞丰光电
300645,正元智慧
600222,太龙药业
605366,宏柏新材
603020,爱普股份
603377,东方时尚
000055,方大集团
000620,新华联
600278,东方创业
601579,会稽山
603330,天洋新材
603983,丸美股份
002165,红 宝 丽
002955,鸿合科技
300018,中元股份
600035,楚天高速
600640,国脉文化
000551,创元科技
002059,云南旅游
002553,南方精工
600935,华塑股份
601002,晋亿实业
605338,巴比食品
002661,克明食品
300531,优博讯
603220,中贝通信
002735,王子新材
002838,道恩股份
301073,君亭酒店
002548,金新农
300439,美康生物
300758,七彩化学
002369,卓翼科技
002578,闽发铝业
300485,赛升药业
300771,智莱科技
603319,湘油泵
000550,江铃汽车
002734,利民股份
300384,三联虹普
300547,川环科技
002330,得利斯
300288,朗玛信息
300802,矩子科技
603359,东珠生态
000407,胜利股份
002551,尚荣医疗
002435,长江健康
300276,三丰智能
300684,中石科技
603313,梦百合
605286,同力日升
000428,华天酒店
002189,中光学
300683,海特生物
600619,海立股份
600961,株冶集团
300533,冰川网络
301046,能辉科技
002596,海南瑞泽
300472,新元科技
300581,晨曦航空
600815,厦工股份
603815,交建股份
688280,精进电动
300237,美晨生态
300403,汉宇集团
300424,航新科技
300660,江苏雷利
603083,剑桥科技
002852,道道全
002950,奥美医疗
300718,长盛轴承
000517,荣安地产
002364,中恒电气
603626,科森科技
000790,华神科技
300105,龙源技术
002940,昂利康
300576,容大感光
301090,华润材料
002300,太阳电缆
002479,富春环保
002772,众兴菌业
600738,丽尚国潮
600758,辽宁能源
002346,柘中股份
603708,家家悦
000505,京粮控股
601512,中新集团
601968,宝钢包装
603085,天成自控
603158,腾龙股份
603217,元利科技
603681,永冠新材
605222,起帆电缆
002208,合肥城建
603339,四方科技
688699,明微电子
000068,华控赛格
002860,星帅尔
600293,三峡新材
600874,创业环保
600982,宁波能源
688533,上声电子
000026,飞亚达
000504,南华生物
002286,保龄宝
002404,嘉欣丝绸
603662,柯力传感
600727,鲁北化工
002695,煌上煌
300307,慈星股份
300642,透景生命
300765,新诺威
002651,利君股份
300423,昇辉科技
301051,信濠光电
688077,大地熊
688601,力芯微
000633,合金投资
000920,沃顿科技
300043,星辉娱乐
688606,奥泰生物
002703,浙江世宝
300990,同飞股份
601038,一拖股份
300225,金力泰
300368,汇金股份
300511,雪榕生物
301216,万凯新材
002658,雪迪龙
600327,大东方
603076,乐惠国际
002627,三峡旅游
300021,大禹节水
300688,创业黑马
300982,苏文电能
600310,桂东电力
002993,奥海科技
300444,双杰电气
300678,中科信息
600467,好当家
600628,新世界
003026,中晶科技
003038,鑫铂股份
300493,润欣科技
300590,移为通信
300612,宣亚国际
600965,福成股份
000885,城发环境
002238,天威视讯
300148,天舟文化
300304,云意电气
300410,正业科技
300120,经纬辉开
300160,秀强股份
603887,城地香江
000520,长航凤凰
000531,穗恒运Ａ
002957,科瑞技术
600370,三房巷
600533,栖霞建设
603800,道森股份
605555,德昌股份
000833,粤桂股份
000919,金陵药业
002224,三 力 士
002628,成都路桥
300291,百纳千成
605009,豪悦护理
002054,德美化工
300341,麦克奥迪
300572,安车检测
600686,金龙汽车
300686,智动力
605186,健麾信息
300318,博晖创新
301268,铭利达
600475,华光环能
603968,醋化股份
603970,中农立华
603977,国泰集团
002136,安 纳 达
002762,金发拉比
300305,裕兴股份
600180,瑞茂通
601330,绿色动力
002990,盛视科技
300350,华鹏飞
600292,远达环保
600618,氯碱化工
000554,泰山石油
000698,沈阳化工
002178,延华智能
002393,力生制药
002724,海洋王
300453,三鑫医疗
300483,首华燃气
600626,申达股份
603126,中材节能
603918,金桥信息
002913,奥士康
600070,浙江富润
601339,百隆东方
605368,蓝天燃气
000532,华金资本
002822,中装建设
300673,佩蒂股份
301168,通灵股份
600135,乐凯胶片
600371,万向德农
603315,福鞍股份
000993,闽东电力
300302,同有科技
600368,五洲交通
603167,渤海轮渡
002162,悦心健康
300342,天银机电
300421,力星股份
300667,必创科技
300706,阿石创
300909,汇创达
300172,中电环保
300589,江龙船艇
300632,光莆股份
300721,怡达股份
301026,浩通科技
600800,渤海化学
000011,深物业A
002140,东华科技
002355,兴民智通
002641,公元股份
002886,沃特股份
300011,鼎汉技术
300259,新天科技
600617,国新能源
603818,曲美家居
001896,豫能控股
002613,北玻股份
300063,天龙集团
300911,亿田智能
000019,深粮控股
002758,浙农股份
300614,百川畅银
300691,联合光电
300317,珈伟新能
600052,东望时代
600841,动力新科
688665,四方光电
000908,景峰医药
002892,科力尔
300112,万讯自控
300209,有棵树
300559,佳发教育
600569,安阳钢铁
000056,皇庭国际
000151,中成股份
000755,山西路桥
